date,share_code,issuer_name,investor_name,investor_classification,local_foreign,nationality,domicile,holdings_scripless,holdings_scrip,total_holding_shares,percentage
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,PT ARDANA INVESTAMA INDONESIA,Corporate,L,,INDONESIA,78610600,0,78610600,2.91
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,WILLY SOESANTO,Individual,L,INDONESIAN,,45652702,0,45652702,1.69
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,VERY BUDIAWAN,Individual,L,INDONESIAN,INDONESIA,91390948,0,91390948,3.38
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,IRENE SASTROAMIJOYO,Individual,L,INDONESIAN,INDONESIA,55990400,0,55990400,2.07
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,LILI MULYADI SUTANTO,Individual,L,INDONESIAN,INDONESIA,84307692,0,84307692,3.12
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,SONNY KOESOEMAHARSONO,Individual,L,INDONESIAN,INDONESIA,33278698,0,33278698,1.23
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,HERLAMBANG PUTRA SURJADI,Individual,L,INDONESIAN,INDONESIA,46316720,0,46316720,1.71
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,DADANG KURNIAWAN WIKARA,Individual,L,INDONESIAN,INDONESIA,116174700,0,116174700,4.3
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,HERWANTO SUTANTO,Individual,L,INDONESIAN,INDONESIA,49230770,0,49230770,1.82
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,HILDA SUTANTO,Individual,L,INDONESIAN,INDONESIA,92841438,0,92841438,3.44
30-Jun-2026,ALDO,ALKINDO NARATAMA Tbk,EDDY YUSUF,Individual,L,INDONESIAN,INDONESIA,28462912,0,28462912,1.05
30-Jun-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,PT. GRAHA ADIKA NIAGA,Corporate,L,,INDONESIA,5202000000,0,5202000000,32.87
30-Jun-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,INFINITUDE GLOBAL FUND VCC,Corporate,F,,MAURITIUS,298685950,0,298685950,1.89
30-Jun-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,SOLOMED CAPITAL PTE LTD,Corporate,F,,SINGAPORE,4998000000,0,4998000000,31.58
30-Jun-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,BORNEO LOGISTICS SERVICES PTE. LTD.,Corporate,F,,SINGAPORE,1744000000,0,1744000000,11.02
30-Jun-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,ANINDITHA ANESTYA BAKRIE,Individual,L,INDONESIAN,INDONESIA,308612450,0,308612450,1.95
30-Jun-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,NALINKANT AMRATLAL RATHOD,Individual,F,INDIAN,INDIA,353179500,0,353179500,2.23
30-Jun-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,PLENTITUDE FUND SPC,Mutual Funds,F,,CAYMAN ISLANDS,244958300,0,244958300,1.55
30-Jun-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,EMINENCE GLOBAL FUND PCC,Mutual Funds,F,,MAURITIUS,746356300,0,746356300,4.72
30-Jun-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,ABUNDANTIA FUND SPC,Mutual Funds,F,,CAYMAN ISLANDS,789281240,0,789281240,4.99
30-Jun-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,PINNACLEIQ INCORPORATED VCC SUB-FUND,Mutual Funds,F,,MAURITIUS,764524400,0,764524400,4.83
30-Jun-2026,ALKA,ALAKASA INDUSTRINDO Tbk,"GESIT PERKASA, PT",Corporate,L,,,0,425393555,425393555,83.79
30-Jun-2026,ALKA,ALAKASA INDUSTRINDO Tbk,PT. SELARAS INVESTAMA GLOBALINDO,Investment Advisors,L,,INDONESIA,14369250,0,14369250,2.83
30-Jun-2026,ALKA,ALAKASA INDUSTRINDO Tbk,PT SANTINILESTARI LOKAPRIMA,Corporate,L,,,0,8142750,8142750,1.6
30-Jun-2026,ALKA,ALAKASA INDUSTRINDO Tbk,ANDREW PASCALIS ADJIPUTRO,Individual,L,INDONESIAN,INDONESIA,12500000,0,12500000,2.46
30-Jun-2026,ALKA,ALAKASA INDUSTRINDO Tbk,AGNESRI MAHARLYN FIRANI PUTRI,Individual,L,INDONESIAN,INDONESIA,12500000,0,12500000,2.46
30-Jun-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PRAKINDO INVESTAMA  PT,,,,,0,38438704,38438704,1.01
30-Jun-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PT GUNA INVESTINDO,Corporate,L,,INDONESIA,0,330080000,330080000,8.65
30-Jun-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PT HUSIN INVESTAMA,Corporate,L,,INDONESIA,30766836,2506865142,2537631978,66.5
30-Jun-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PT ALIM INVESTINDO,Corporate,L,,INDONESIA,0,600020374,600020374,15.72
30-Jun-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,MARINDO INVESTAMA PT,Corporate,L,,,0,93459476,93459476,2.45
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,PT. TUDUNG BERSAMA TIRTA,Corporate,L,,INDONESIA,30670000,0,30670000,1.4
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,PT. TIRTAMAS ANGGADA,Corporate,L,,INDONESIA,356130919,0,356130919,16.25
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,PT. FIKASA BINTANG CEMERLANG,Corporate,L,,INDONESIA,798633308,0,798633308,36.44
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,PERSERO DANAREKSA PT a/c SPECIAL,State Owned Company,L,,INDONESIA,149437339,0,149437339,6.82
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,IR. D. SAHARDONO AMIARSO,Individual,L,INDONESIAN,,25000000,0,25000000,1.14
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,SOEGIANTO,Individual,L,INDONESIAN,INDONESIA,37462600,0,37462600,1.71
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,BHAKTI SALIM,Individual,L,INDONESIAN,INDONESIA,46900000,0,46900000,2.14
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,ANTONIUS ANDI SUSANTO,Individual,L,INDONESIAN,INDONESIA,44805150,0,44805150,2.04
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,LIONG JUEN FAT,Individual,L,INDONESIAN,,73914500,0,73914500,3.37
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,IRENE THESMAN,Individual,L,INDONESIAN,,108790006,0,108790006,4.96
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,IR. BUDIJANTO SETIAWAN,Individual,L,INDONESIAN,INDONESIA,70615500,0,70615500,3.22
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,DRS JOSEPH SUSILO,Individual,L,INDONESIAN,INDONESIA,47605800,0,47605800,2.17
30-Jun-2026,ALTO,TRI BANYAN TIRTA Tbk,PT TRIMEGAH SEKURITAS INDONESIA TBK,Securities Company,L,,INDONESIA,210832443,0,210832443,9.62
30-Jun-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,"PANINVEST TBK, PT",Private Equity,L,,INDONESIA,188233921,0,188233921,3.76
30-Jun-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,FAIRFAX ASIA LIMITED,Corporate,F,,BARBADOS,0,4001242013,4001242013,80.0
30-Jun-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,"BANK PAN INDONESIA TBK, PT",Bank,L,,INDONESIA,388000000,0,388000000,7.76
30-Jun-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,PT Asuransi Multi Artha Guna,Insurance,L,,INDONESIA,55806100,0,55806100,1.12
30-Jun-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,DANA PENSIUN KARYAWAN PANIN BANK,Pension Funds,L,,INDONESIA,210019533,0,210019533,4.2
30-Jun-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,PT GRIYA PRIMA AMANDA (GPA),,,,,0,3158500000,3158500000,81.54
30-Jun-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,F. IRENE FANCY,Individual,L,INDONESIAN,INDONESIA,113540000,0,113540000,2.93
30-Jun-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,EDDI TJENDANA,Individual,L,INDONESIAN,INDONESIA,43933000,0,43933000,1.13
30-Jun-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,ANDIERSEN,Individual,L,INDONESIAN,INDONESIA,53195800,0,53195800,1.37
30-Jun-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,SIAUW JENNICE MARIA,Individual,L,INDONESIAN,INDONESIAN,0,114335000,114335000,2.95
30-Jun-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,EDWARD SAMULA TOARI,Individual,L,INDONESIAN,INDONESIA,160020000,0,160020000,4.13
30-Jun-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,JOHAN TEDJA SURYA,Individual,L,INDONESIAN,INDONESIA,159869400,15665000,175534400,4.53
30-Jun-2026,AMAR,BANK AMAR INDONESIA Tbk,PT. MARVEL INVESTAMA ASIA,Corporate,L,,INDONESIA,0,183811000,183811000,1.0
30-Jun-2026,AMAR,BANK AMAR INDONESIA Tbk,JAGAT RAYA IMAJINASI PT,Corporate,L,,INDONESIA,1210726588,0,1210726588,6.59
30-Jun-2026,AMAR,BANK AMAR INDONESIA Tbk,"SBI HOLDINGS, INC.",Investment Advisors,F,,JAPAN,1035714286,0,1035714286,5.63
30-Jun-2026,AMAR,BANK AMAR INDONESIA Tbk,TOLARAM PTE. LTD.,Corporate,F,,"VIRGIN ISLANDS, BRITISH",13832054873,0,13832054873,75.25
30-Jun-2026,AMAR,BANK AMAR INDONESIA Tbk,PT BANK AMAR INDONESIA TBK,Bank,L,,INDONESIA,367421455,0,367421455,2.0
30-Jun-2026,AMAR,BANK AMAR INDONESIA Tbk,BANK OF SINGAPORE LIMITED,Private Bank,F,,SINGAPORE,1075024605,0,1075024605,5.85
30-Jun-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,PT. RODAMAS,Corporate,L,,INDONESIA,0,172260000,172260000,39.69
30-Jun-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,PT RODAMAS,Corporate,L,,INDONESIA,8417700,0,8417700,1.94
30-Jun-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,AGC Inc.,Corporate,F,,JAPAN,20380400,172860000,193240400,44.53
30-Jun-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,ANDY TANUJAYA,Individual,L,INDONESIAN,INDONESIA,7564200,0,7564200,1.74
30-Jun-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,LIEM TJEN HUNG,Individual,L,INDONESIAN,INDONESIA,6611500,0,6611500,1.52
30-Jun-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,Securities Company,F,,SINGAPORE,8265400,0,8265400,1.9
30-Jun-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,SPHERE CORPORATION SDN.BHD.,PermanentEstablishment,F,,MALAYSIA,17438300,613200000,630638300,58.39
30-Jun-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,VICTORIA,Individual,L,INDONESIAN,INDONESIA,25725100,0,25725100,2.38
30-Jun-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,RUDY SUSANTO,Individual,L,INDONESIAN,INDONESIAN,0,42000000,42000000,3.89
30-Jun-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,DONAL MANIK,Individual,L,INDONESIAN,,13425800,0,13425800,1.24
30-Jun-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,LIM PEEK CHIN,Individual,F,MALAYSIAN,MALAYSIA,20000000,0,20000000,1.85
30-Jun-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,JEF CHARLES H. BOEDT,Individual,F,BELGIAN,BELGIUM,18152500,0,18152500,1.68
30-Jun-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,CHONG KIM KONG,Individual,F,MALAYSIAN,MALAYSIA,109200000,0,109200000,10.11
30-Jun-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,CHONG KIM LEONG,Individual,F,MALAYSIAN,MALAYSIAN,0,75600000,75600000,7.0
30-Jun-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,LAI KIM TENG,Individual,F,MALAYSIAN,MALAYSIA,27555000,0,27555000,2.55
30-Jun-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,MAYBANK SECURITIES PTE. LTD.,Investment Manager,F,,SINGAPORE,11901000,0,11901000,1.1
30-Jun-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,"KEMILAU SINAR LESTARI, PT",Corporate,L,,INDONESIA,1907770954,0,1907770954,2.63
30-Jun-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT PESONA SUKSES CEMERLANG,Corporate,L,,INDONESIA,3408377112,0,3408377112,4.7
30-Jun-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT MEDCO ENERGI INTERNASIONAL TBK,Corporate,L,,INDONESIA,15167510552,0,15167510552,20.92
30-Jun-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT SUMBER GEMILANG PERSADA,Corporate,L,,INDONESIA,23332191394,0,23332191394,32.17
30-Jun-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT KEMILAU INVESTAMA MAKMUR,Corporate,L,,INDONESIA,2856070404,0,2856070404,3.94
30-Jun-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT AP INVESTMENT,Corporate,L,,INDONESIA,11204682720,0,11204682720,15.45
30-Jun-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,21 INTERNATIONAL VENTURE SPC,Private Equity,F,,CAYMAN ISLANDS,1806649600,0,1806649600,2.49
30-Jun-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,SAJIR 9 LLC,Corporate,F,,UNITED STATES,3701583968,0,3701583968,5.1
30-Jun-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT MAYBANK SEKURITAS INDONESIA - REGISTRAR,Securities Company,L,,INDONESIA,981813300,0,981813300,1.35
30-Jun-2026,AMMS,AGUNG MENJANGAN MAS Tbk,PT. SURYA KARYA DIGITAL,Investment Advisors,L,,INDONESIA,60529543,0,60529543,4.9
30-Jun-2026,AMMS,AGUNG MENJANGAN MAS Tbk,PT MANDARA MAS SEMESTA,Corporate,L,,INDONESIA,297706588,0,297706588,24.1
30-Jun-2026,AMMS,AGUNG MENJANGAN MAS Tbk,RADIANT RUBY COMPANY LTD,Corporate,F,,"VIRGIN ISLANDS, BRITISH",630001529,0,630001529,51.0
30-Jun-2026,AMMS,AGUNG MENJANGAN MAS Tbk,DIAZ KURNIAWAN,Individual,L,INDONESIAN,INDONESIA,12523800,0,12523800,1.01
30-Jun-2026,AMMS,AGUNG MENJANGAN MAS Tbk,ABRAHAM TEDJANEGARA,Individual,L,INDONESIAN,INDONESIA,37607200,0,37607200,3.04
30-Jun-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,PT ADIKARSA SARANA,Corporate,L,,INDONESIA,289921600,0,289921600,13.05
30-Jun-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,ARIEF CAHYADI WANA,Individual,L,INDONESIAN,INDONESIA,120000000,0,120000000,5.4
30-Jun-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,FX EDDY  HARTANTO SH,Individual,L,INDONESIAN,INDONESIA,125200000,0,125200000,5.63
30-Jun-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,RONALDUS GANDAHUSADA IR,Individual,L,INDONESIAN,INDONESIA,140000000,0,140000000,6.3
30-Jun-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,PT ASHMORE ASSET MANAGEMENT INDONESIA TBK,Investment Manager,L,,INDONESIA,30935200,0,30935200,1.39
30-Jun-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,ASHMORE INVESTMENT MANAGEMENT LIMITED,Securities Company,F,,,0,1334120000,1334120000,60.04
30-Jun-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"SUMBER ALFARIA TRIJAYA, TBK",Corporate,L,,INDONESIA,432669000,0,432669000,1.04
30-Jun-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"AMANDA CIPTA PERSADA, PT",Corporate,L,,INDONESIA,5828544500,0,5828544500,14.04
30-Jun-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,SIGMANTARA ALFINDO,Corporate,L,,INDONESIA,16151783259,0,16151783259,38.9
30-Jun-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,MITSUBISHI CORPORATION,Firm,F,,JAPAN,2034681026,0,2034681026,4.9
30-Jun-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"YSW&CO., LTD.",Corporate,F,,JAPAN,1720909474,0,1720909474,4.14
30-Jun-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,JONATHAN CHANG,Individual,L,INDONESIAN,INDONESIA,2066981700,0,2066981700,4.98
30-Jun-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,FIDELITY INVESTMENT TRUST: FIDELITY SERIES EMERGING MARKETS OPPORTUNITIES FUND,Mutual Funds,F,,UNITED STATES,844524800,0,844524800,2.03
30-Jun-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"HSBC-FUND SERVICES, THE OVERLOOK PARTNERS FUND L.P.",Mutual Funds,F,,UNITED KINGDOM,1311522600,0,1311522600,3.16
30-Jun-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,EMPLOYEES PROVIDENT FUND BOARD,Pension Funds,F,,MALAYSIA,562313500,0,562313500,1.35
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,PT. ANUGERAH PERKASA SEMESTA,Corporate,L,,INDONESIA,699970000,0,699970000,7.49
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,"CENTRAL ENERGI PRATAMA, PT",Corporate,L,,,0,4650030000,4650030000,49.73
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,FRANCIS INDARTO,Individual,L,INDONESIAN,INDONESIA,165588000,0,165588000,1.77
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,EDY SUWARNO AL JAP L SING,Individual,L,INDONESIAN,,331809600,0,331809600,3.55
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,EVELINE LISTIJOSUPUTRO,Individual,L,INDONESIAN,,172212800,0,172212800,1.84
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA SUCORINVEST CITRA DANA BERIMBANG,Mutual Funds,L,,INDONESIA,179131700,0,179131700,1.92
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA MINNA PADI PASOPATI SAHAM,Mutual Funds,L,,INDONESIA,153141216,0,153141216,1.64
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA MINNA PADI PRINGGONDANI SAHAM,Mutual Funds,L,,INDONESIA,216986186,0,216986186,2.32
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA EMCO MANTAP,Mutual Funds,L,,INDONESIA,223720100,0,223720100,2.39
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA EMCO GROWTH FUND,Mutual Funds,L,,INDONESIA,102856200,0,102856200,1.1
30-Jun-2026,ANDI,ANDIRA AGRO Tbk,PT MINNA PADI INVESTAMA SEKURITAS Tbk,Securities Company,L,,INDONESIA,215954200,0,215954200,2.31
30-Jun-2026,ANJT,AUSTINDO NUSANTARA JAYA Tbk,CILIANDRA PERKASA,Corporate,L,,INDONESIA,82415246,0,82415246,2.46
30-Jun-2026,ANJT,AUSTINDO NUSANTARA JAYA Tbk,FIRST RESOURCES LIMITED,Corporate,F,,SINGAPORE,3217218477,0,3217218477,95.92
30-Jun-2026,ANTM,ANEKA TAMBANG Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT MINERAL INDUSTRI INDONESIA,Corporate,L,,INDONESIA,0,15619999999,15619999999,65.0
30-Jun-2026,ANTM,ANEKA TAMBANG Tbk,PT. PRUDENTIAL LIFE ASSURANCE,Insurance,L,,INDONESIA,253142400,0,253142400,1.05
30-Jun-2026,ANTM,ANEKA TAMBANG Tbk,FIDELITY INVESTMENT TRUST: FIDELITY SERIES EMERGING MARKETS OPPORTUNITIES FUND,Mutual Funds,F,,UNITED STATES,284758100,0,284758100,1.18
30-Jun-2026,ANTM,ANEKA TAMBANG Tbk,EMPLOYEES PROVIDENT FUND BOARD,Pension Funds,F,,MALAYSIA,552203600,0,552203600,2.3
30-Jun-2026,APEX,APEXINDO PRATAMA DUTA Tbk,HERTECH KHARISMA PT,,,,,0,48661832,48661832,1.37
30-Jun-2026,APEX,APEXINDO PRATAMA DUTA Tbk,DAAZ BARA LESTARI PT,Firm,L,,INDONESIA,157309034,0,157309034,4.44
30-Jun-2026,APEX,APEXINDO PRATAMA DUTA Tbk,PT ASERRA CAPITAL,Private Equity,L,,INDONESIA,1126374177,0,1126374177,31.76
30-Jun-2026,APEX,APEXINDO PRATAMA DUTA Tbk,Vistra Trust (Singapore) PTE. Limited,Corporate,F,,SINGAPORE,0,86985027,86985027,2.45
30-Jun-2026,APEX,APEXINDO PRATAMA DUTA Tbk,AUGUSTA INVESTMENTS I PTE.LTD. ID134190500001,Investment Fund Selling Agent,F,,SINGAPORE,220767550,0,220767550,6.23
30-Jun-2026,APEX,APEXINDO PRATAMA DUTA Tbk,DBS BANK LTD.,Bank,F,,SINGAPORE,53197000,0,53197000,1.5
30-Jun-2026,APEX,APEXINDO PRATAMA DUTA Tbk,SANTOSO CHALID,Individual,L,INDONESIAN,INDONESIA,38436900,0,38436900,1.08
30-Jun-2026,APEX,APEXINDO PRATAMA DUTA Tbk,RISMA PURBA,Individual,L,INDONESIAN,INDONESIA,78894200,0,78894200,2.22
30-Jun-2026,APEX,APEXINDO PRATAMA DUTA Tbk,PEAK SEKURITAS INDONESIA PT,Securities Company,L,,INDONESIA,61543339,0,61543339,1.74
30-Jun-2026,APEX,APEXINDO PRATAMA DUTA Tbk,UOB KAY HIAN (HONG KONG) LTD,Securities Company,F,,HONG KONG,771356500,0,771356500,21.75
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ZED UTAMA PERSADA,Firm,L,,INDONESIA,536337600,0,536337600,4.56
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. ALANA CIPTA SELARAS,Corporate,L,,INDONESIA,469478300,0,469478300,3.99
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PAN PACIFIC INVESTAMA,Firm,L,,INDONESIA,3272225055,0,3272225055,27.81
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PACIFIC INDOCORPORA,Corporate,L,,INDONESIA,1107792332,0,1107792332,9.41
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. Askar Pelangi Abadi,Corporate,L,,INDONESIA,423742800,0,423742800,3.6
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT TIRTA CITRA SOLUSI,Corporate,L,,INDONESIA,530479700,0,530479700,4.51
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. BARA SEJAHTERA SUKSES,Corporate,L,,INDONESIA,174774900,0,174774900,1.49
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ASTANA BERKAT INDONESIA,Corporate,L,,INDONESIA,578860000,0,578860000,4.92
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. MEGAH ANGKASA PERKASA,Corporate,L,,INDONESIA,339298325,0,339298325,2.88
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ARIMA KARYA PERSADA,Corporate,L,,INDONESIA,414202000,0,414202000,3.52
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,STONEPEAK INVESTMENT LIMITED,Investment Advisors,F,,HONG KONG,130810300,0,130810300,1.11
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,POLAR INVESTMENT CORPORATION,Investment Advisors,F,,MARSHALL ISLANDS,207447700,0,207447700,1.76
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,BANQUE PICTET AND CIE SA,Bank,F,,SWITZERLAND,386008100,0,386008100,3.28
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,Rudy Purnomo,Individual,L,INDONESIAN,INDONESIA,160000000,0,160000000,1.36
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,REKSA DANA SUCORINVEST EQUITY PRIMA FUND,Mutual Funds,L,,INDONESIA,130985400,0,130985400,1.11
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,EASTERN PEAK GROUP CORPORATION,Partnership,F,,"VIRGIN ISLANDS, BRITISH",450617500,0,450617500,3.83
30-Jun-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PACIFIC SEKURITAS INDONESIA,Securities Company,L,,INDONESIA,306900000,0,306900000,2.61
30-Jun-2026,APII,ARITA PRIMA INDONESIA Tbk,"ARITA ENGINEERING, SDN BHD",,,,,0,151125260,151125260,14.05
30-Jun-2026,APII,ARITA PRIMA INDONESIA Tbk,"ARITA GLOBAL,PT",Corporate,L,,INDONESIA,0,622214760,622214760,57.84
30-Jun-2026,APII,ARITA PRIMA INDONESIA Tbk,Koh Boon Kuang,Individual,F,MALAYSIAN,,30000000,0,30000000,2.79
30-Jun-2026,APII,ARITA PRIMA INDONESIA Tbk,LOW YEW LEAN,Individual,F,MALAYSIAN,MALAYSIAN,33486500,26659980,60146480,5.59
30-Jun-2026,APII,ARITA PRIMA INDONESIA Tbk,Priority Creations SDN.BHD,Private Equity,F,,MALAYSIA,17625000,0,17625000,1.64
30-Jun-2026,APII,ARITA PRIMA INDONESIA Tbk,"Fajar Untung Sdn,Bhd",Private Equity,F,,MALAYSIA,51296000,0,51296000,4.77
30-Jun-2026,APII,ARITA PRIMA INDONESIA Tbk,SMC Capital SDN.BHD.,Private Equity,F,,MALAYSIA,31300000,0,31300000,2.91
30-Jun-2026,APII,ARITA PRIMA INDONESIA Tbk,"Bangga Kencana Sdn,Bhd",Private Equity,F,,MALAYSIA,42750000,0,42750000,3.97
30-Jun-2026,APII,ARITA PRIMA INDONESIA Tbk,PHILLIP SECURITIES PTE LTD,Investment Manager,F,,SINGAPORE,34660700,0,34660700,3.22
30-Jun-2026,APLI,ASIAPLAST INDUSTRIES Tbk,PT. HOKI INVESTASI SEJATI,Corporate,L,,INDONESIA,15342100,0,15342100,1.13
30-Jun-2026,APLI,ASIAPLAST INDUSTRIES Tbk,PT MACO AMANGRAHA,Corporate,L,,INDONESIA,201304000,600000000,801304000,58.8
30-Jun-2026,APLI,ASIAPLAST INDUSTRIES Tbk,LIE SHE MOY,Individual,L,INDONESIAN,INDONESIA,17083000,0,17083000,1.25
